ID Município,ID Prática,Carimbo de data/hora,Parceiro,Empresa Patrocinadora,Município,Estado,Eixo,Temática,Competência,Prática de gestão,Pactuado?,Baseline Eixo Nota,Baseline Temática Nota,Baseline Competência Nota,Baseline Prática Nota,Baseline Eixo Classificação,Baseline Temática Classificação,Baseline Competência Classificação,Baseline Prática Classificação,Validado Eixo Nota,Validado Temática Nota,Validado Competência Nota,Validado Prática Nota,Validado Eixo Classificação,Validado Temática Classificação,Validado Competência Classificação,Validado Prática Classificação,Meta Eixo Nota,Meta Temática Nota,Meta Competência Nota,Meta Prática Nota,Meta Eixo Classificação,Meta Temática Classificação,Meta Competência Classificação,ID Competência,ID Temática,ID Eixo,Validado Competência Nota BI,Reaplicado Eixo Nota,Reaplicado Temática Nota,Reaplicado Competência Nota,Reaplicado Prática Nota,Reaplicado Eixo Classificação,Reaplicado Temática Classificação,Reaplicado Competência Classificação,Reaplicado Prática Classificação,Aplicação Final Eixo Nota,Aplicação Final Temática Nota,Aplicação Final Competência Nota,Aplicação Final Prática Nota,Aplicação Final Eixo Classificação,Aplicação Final Temática Classificação,Aplicação Final Competência Classificação,Aplicação Final Prática Classificação
2,54,16/03/2021,EloGroup,Nexa,São Gonçalo do Abaeté,MG,Assistência Integral à Saúde,PREVINE BRASIL,Adequação ao fluxo de informação do Previne Brasil,Existe alguma prática para a utilização dos dados de produtividade da Estratégia Saúde da Família visando a melhoria da assistência à saúde. ,Sim,"2,444444444","2,666666667","3,33",2,2 - Em consolidação,3 - Consolidado,3 - Consolidado,Faço às vezes,"2,444444444","2,666666667","2,6",,2 - Em consolidação,3 - Consolidado,3 - Consolidado,,"2,933333333","3,266666667","3,6",,3 - Consolidado,3 - Consolidado,4 - Robusto,15,6,2,"3,333333333","3,111111111","3,333333333","3,666666667",3,3 - Consolidado,3 - Consolidado,4 - Robusto,Faço quase sempre,4,"3,666666667",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
2,55,16/03/2021,EloGroup,Nexa,São Gonçalo do Abaeté,MG,Assistência Integral à Saúde,PREVINE BRASIL,Adequação ao fluxo de informação do Previne Brasil,Existe um responsável pelo monitoramento da produtividade das equipes no eSUS-AB.,Sim,"2,444444444","2,666666667","3,33",4,2 - Em consolidação,3 - Consolidado,3 - Consolidado,Faço sempre,"2,444444444","2,666666667","2,6",,2 - Em consolidação,3 - Consolidado,3 - Consolidado,,"2,933333333","3,266666667","3,6",,3 - Consolidado,3 - Consolidado,4 - Robusto,15,6,2,"3,333333333","3,111111111","3,333333333","3,666666667",4,3 - Consolidado,3 - Consolidado,4 - Robusto,Faço sempre,4,"3,666666667",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
2,56,16/03/2021,EloGroup,Nexa,São Gonçalo do Abaeté,MG,Assistência Integral à Saúde,PREVINE BRASIL,Adequação ao fluxo de informação do Previne Brasil,"Existe levantamento e análise de viabilidade para adesão às iniciativas da Estratégia de Saúde Digital (como Informatiza APS, Conectividade UBS, Conecte SUS) com o objetivo de fornecer melhor infraestrutura de computadores e servidores de tecnologia para as UBS.",Sim,"2,444444444","2,666666667","3,33",4,2 - Em consolidação,3 - Consolidado,3 - Consolidado,Faço sempre,"2,444444444","2,666666667","2,6",,2 - Em consolidação,3 - Consolidado,3 - Consolidado,,"2,933333333","3,266666667","3,6",,3 - Consolidado,3 - Consolidado,4 - Robusto,15,6,2,"3,333333333","3,111111111","3,333333333","3,666666667",4,3 - Consolidado,3 - Consolidado,4 - Robusto,Faço sempre,4,"3,666666667",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
3,1,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,FLUXO DE DADOS EPIDEMIOLÓGICOS,Registro de casos,O município tem seguido os protocolos de identificação e notificação de casos e óbitos do Ministério da Saúde. (ex.: identificação de casos SG e SRAG pelos critérios preconizados e registro de óbitos nos sistemas do Ministério da Saúde).,Sim,"3,578947368","3,8","3,33",4,4 - Robusto,4 - Robusto,3 - Consolidado,Faço sempre,"3,421052632","3,8","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,1,1,1,"3,333333333","3,916666667","3,666666667","3,666666667",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,4,"3,916666667","3,666666667",4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
3,2,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,FLUXO DE DADOS EPIDEMIOLÓGICOS,Registro de casos,A alimentação dos sistemas de informação do Ministério da Saúde para a notificação de casos da COVID-19 acontece diariamente.,Sim,"3,578947368","3,8","3,33",3,4 - Robusto,4 - Robusto,3 - Consolidado,Faço quase sempre,"3,421052632","3,8","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,1,1,1,"3,333333333","3,916666667","3,666666667","3,666666667",3,4 - Robusto,4 - Robusto,4 - Robusto,Faço quase sempre,"3,333333333","3,916666667","3,666666667",3,3 - Consolidado,4 - Robusto,4 - Robusto,3 - Consolidado
3,3,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,FLUXO DE DADOS EPIDEMIOLÓGICOS,Registro de casos,"Os dados da notificação da COVID-19 do paciente e do seu respectivo teste são precisos e consistentes quanto aos endereços, datas, sintomas, resultado e outros.",Sim,"3,578947368","3,8","3,33",3,4 - Robusto,4 - Robusto,3 - Consolidado,Faço quase sempre,"3,421052632","3,8","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,1,1,1,"3,333333333","3,916666667","3,666666667","3,666666667",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,333333333","3,916666667","3,666666667",4,3 - Consolidado,4 - Robusto,4 - Robusto,4 - Robusto
3,4,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,FLUXO DE DADOS EPIDEMIOLÓGICOS,Fluxo de dados,Existe um responsável e uma rotina consistente de repasse dos dados epidemiológicos entre o setor de epidemiologia e o de comunicação do município.,Não,"3,578947368","3,8","4,00",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,8","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,2,1,1,4,,,,,,,,,,,,,,,,
3,5,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,FLUXO DE DADOS EPIDEMIOLÓGICOS,Fluxo de dados,"Existe um responsável e uma rotina consistente de alimentação dos sistemas de notificação do Ministério da Saúde. (ex: E-SUS VE, SIVEP-Gripe e outros).",Não,"3,578947368","3,8","4,00",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,8","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,2,1,1,4,,,,,,,,,,,,,,,,
3,6,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,FLUXO DE DADOS EPIDEMIOLÓGICOS,Fluxo de dados,Existe fluxo de processo formalizado para as rotinas que envolvem o repasse de dados epidemiológicos entre os setores da epidemiologia e da atenção primária.,Não,"3,578947368","3,8","4,00",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,8","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,2,1,1,4,,,,,,,,,,,,,,,,
3,7,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,FLUXO DE DADOS EPIDEMIOLÓGICOS,Suporte à decisão,O município possui um banco de dados epidemiológicos completo e com informações atualizadas.,Não,"3,578947368","3,8","4,00",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,8","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,3,1,1,4,,,,,,,,,,,,,,,,
3,8,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,FLUXO DE DADOS EPIDEMIOLÓGICOS,Suporte à decisão,"Existe um painel de dados epidemiológicos que dá suporte à tomada de decisões de combate à COVID-19 no município, como identificação de bairros ou grupos demográficos com maior disseminação da doença.",Não,"3,578947368","3,8","4,00",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,8","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,3,1,1,4,,,,,,,,,,,,,,,,
3,9,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,FLUXO DE DADOS EPIDEMIOLÓGICOS,Suporte à decisão,"O município define e prioriza ações de testagem, rastreamento de contatos e isolamento social com base na análise dos dados epidemiológicos locais.",Não,"3,578947368","3,8","4,00",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,8","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,3,1,1,4,,,,,,,,,,,,,,,,
3,10,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,FLUXO DE DADOS EPIDEMIOLÓGICOS,Suporte à decisão,Existem ritos de gestão periódicos (reuniões de nível operacional e estratégico) focados na melhoria dos indicadores epidemiológicos do município.,Não,"3,578947368","3,8","4,00",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,8","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,3,1,1,4,,,,,,,,,,,,,,,,
3,11,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Estratégia de Rastreamento,Existem protocolos de rastreamento com critérios claros sobre que casos serão priorizados para entrevistas e se os contatos serão notificados pela secretaria ou os confirmados notificarão seus próprios contatos.,Sim,"3,578947368","3,555555556","3,25",4,4 - Robusto,4 - Robusto,3 - Consolidado,Faço sempre,"3,421052632","2,888888889","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,4,2,1,"3,25","3,916666667",4,4,4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,4,"3,916666667",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
3,12,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Estratégia de Rastreamento,Existem papéis e responsabilidades definidas para cada um dos membros da equipe de rastreamento e áreas de interlocução.,Sim,"3,578947368","3,555555556","3,25",2,4 - Robusto,4 - Robusto,3 - Consolidado,Faço às vezes,"3,421052632","2,888888889","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,4,2,1,"3,25","3,916666667",4,4,4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,4,"3,916666667",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
3,13,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Estratégia de Rastreamento,Existe roteiro padronizado para entrevistar pessoas infectadas e identificar aqueles indivíduos com os quais estiveram próximos ao longo do período de transmissão.,Sim,"3,578947368","3,555555556","3,25",4,4 - Robusto,4 - Robusto,3 - Consolidado,Faço sempre,"3,421052632","2,888888889","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,4,2,1,"3,25","3,916666667",4,4,4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,4,"3,916666667",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
3,14,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Estratégia de Rastreamento,Existe documento formalizado com as instruções a serem passadas para os contactantes de caso suspeito ou confirmado.,Sim,"3,578947368","3,555555556","3,25",3,4 - Robusto,4 - Robusto,3 - Consolidado,Faço quase sempre,"3,421052632","2,888888889","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,4,2,1,"3,25","3,916666667",4,4,4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,333333333","3,916666667",4,4,3 - Consolidado,4 - Robusto,4 - Robusto,4 - Robusto
3,15,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Monitoramento de Casos,As unidades de saúde recebem as informações em tempo hábil sobre os casos que devem ser monitorados pelas equipes.,Sim,"3,578947368","3,555555556","3,80",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","2,888888889","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,5,2,1,"2,6","3,916666667",4,4,4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,4,"3,916666667",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
3,16,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Monitoramento de Casos,Existe um fluxo de encaminhamento de pacientes a partir da apuração dos sintomas via monitoramento telefônico ou presencial.,Sim,"3,578947368","3,555555556","3,80",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","2,888888889","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,5,2,1,"2,6","3,916666667",4,4,4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,4,"3,916666667",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
3,17,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Monitoramento de Casos,Existe uma base de dados e indicadores de monitoramento (ex: percentual de casos monitorados sobre casos suspeitos) de casos incluindo a ligação do contato com o caso fonte.,Sim,"3,578947368","3,555555556","3,80",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","2,888888889","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,5,2,1,"2,6","3,916666667",4,4,4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,4,"3,916666667",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
3,18,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Monitoramento de Casos,A rotina de monitoramento de casos conta com apoio dos agentes comunitários de saúde ou possui equipe bem definida para sua realização.,Sim,"3,578947368","3,555555556","3,80",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","2,888888889","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,5,2,1,"2,6","3,916666667",4,4,4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,4,"3,916666667",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
3,19,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Monitoramento de Casos,O município consegue efetuar o monitoramento telefônico ou presencial dos casos.,Sim,"3,578947368","3,555555556","3,80",3,4 - Robusto,4 - Robusto,4 - Robusto,Faço quase sempre,"3,421052632","2,888888889","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,"3,6","3,6","3,6",,4 - Robusto,4 - Robusto,4 - Robusto,5,2,1,"2,6","3,916666667",4,4,4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,333333333","3,916666667",4,4,3 - Consolidado,4 - Robusto,4 - Robusto,4 - Robusto
3,20,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Planejamento da Imunização,"Existe um plano de operacionalização da imunização customizado para o município, respeitando as diretrizes do plano nacional.",Não,"3,578947368","3,272727273","3,00",4,4 - Robusto,3 - Consolidado,3 - Consolidado,Faço sempre,"3,421052632","3,272727273","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,,,,,,,,6,3,1,3,,,,,,,,,,,,,,,,
3,21,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Planejamento da Imunização,"Foi realizada capacitação para os times da ponta para o correto armazenamento, distribuição e organização da rotina de trabalho durante a vacinação.",Não,"3,578947368","3,272727273","3,00",1,4 - Robusto,3 - Consolidado,3 - Consolidado,Não faço,"3,421052632","3,272727273","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,,,,,,,,6,3,1,3,,,,,,,,,,,,,,,,
3,22,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Planejamento da Imunização,"Existe estimativa do percentual da população a ser vacinada, com número de doses e outros insumos necessários para cada fase/público-alvo.",Não,"3,578947368","3,272727273","3,00",3,4 - Robusto,3 - Consolidado,3 - Consolidado,Faço quase sempre,"3,421052632","3,272727273","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,,,,,,,,6,3,1,3,,,,,,,,,,,,,,,,
3,23,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Planejamento da Imunização,Existe um plano de comunicação para incentivar cada um dos públicos a se vacinarem.,Não,"3,578947368","3,272727273","3,00",4,4 - Robusto,3 - Consolidado,3 - Consolidado,Faço sempre,"3,421052632","3,272727273","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,,,,,,,,6,3,1,3,,,,,,,,,,,,,,,,
3,24,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Logística da Imunização,"Existe plano de distribuição das vacinas de acordo com a demanda de cada unidade de saúde, evitando o desperdício de doses",Não,"3,578947368","3,272727273","3,50",4,4 - Robusto,3 - Consolidado,3 - Consolidado,Faço sempre,"3,421052632","3,272727273","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,,,,,,,,7,3,1,"3,5",,,,,,,,,,,,,,,,
3,25,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Logística da Imunização,"Foi realizado um levantamento sobre os recursos logísticos e de armazenamento necessários (ex.: transporte, sala de vacina, câmara fria e outros) para as vacinas nas unidades de saúde que são polos de vacinação.",Não,"3,578947368","3,272727273","3,50",4,4 - Robusto,3 - Consolidado,3 - Consolidado,Faço sempre,"3,421052632","3,272727273","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,,,,,,,,7,3,1,"3,5",,,,,,,,,,,,,,,,
3,26,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Logística da Imunização,"Existe protocolo estabelecido para aplicação de doses, inclusive para  as próximas ao período limite de uso. (Ex.: aplicação em usuários acamados e pertencentes ao grupo de risco de cada território em caso de sobra de doses próximas ao período limite de uso).",Não,"3,578947368","3,272727273","3,50",4,4 - Robusto,3 - Consolidado,3 - Consolidado,Faço sempre,"3,421052632","3,272727273","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,,,,,,,,7,3,1,"3,5",,,,,,,,,,,,,,,,
3,27,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Logística da Imunização,"Existe fluxo de comunicação formalizado entre secretaria e unidades de vacinação, para redirecionamento/redistribuição de doses, caso necessário.",Não,"3,578947368","3,272727273","3,50",2,4 - Robusto,3 - Consolidado,3 - Consolidado,Faço às vezes,"3,421052632","3,272727273","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,,,,,,,,7,3,1,"3,5",,,,,,,,,,,,,,,,
3,28,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Monitoramento da Imunização,"Existe acompanhamento rigoroso da dispensação de insumos, identificando possíveis desvios e reorientando equipes se necessário.",Não,"3,578947368","3,272727273","3,33",4,4 - Robusto,3 - Consolidado,3 - Consolidado,Faço sempre,"3,421052632","3,272727273","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,,,,,,,,8,3,1,"3,333333333",,,,,,,,,,,,,,,,
3,29,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Monitoramento da Imunização,"Existe acompanhamento, com base no documento de planejamento, das metas de populações a vacinar em cada fase do plano.",Não,"3,578947368","3,272727273","3,33",4,4 - Robusto,3 - Consolidado,3 - Consolidado,Faço sempre,"3,421052632","3,272727273","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,,,,,,,,8,3,1,"3,333333333",,,,,,,,,,,,,,,,
3,30,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Monitoramento da Imunização,Foi criado um canal de comunicação e estabelecido um processo de monitoramento e investigação de efeitos adversos via farmacovigilância.,Não,"3,578947368","3,272727273","3,33",2,4 - Robusto,3 - Consolidado,3 - Consolidado,Faço às vezes,"3,421052632","3,272727273","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,,,,,,,,,8,3,1,"3,333333333",,,,,,,,,,,,,,,,
3,31,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Estratégia de Comunicação,"A estratégia de comunicação para o combate à COVID-19 está sendo executada com cronograma, temáticas e responsáveis bem definidos.",Não,"3,578947368","3,75","3,60",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,75","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,9,4,1,"3,6",,,,,,,,,,,,,,,,
3,32,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Estratégia de Comunicação,Notícias falsas sobre a COVID-19 são desmentidas periodicamente através de canais oficiais (site e redes sociais).,Não,"3,578947368","3,75","3,60",3,4 - Robusto,4 - Robusto,4 - Robusto,Faço quase sempre,"3,421052632","3,75","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,9,4,1,"3,6",,,,,,,,,,,,,,,,
3,33,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Estratégia de Comunicação,O município comunica de forma periódica via canais oficiais as medidas que estão sendo tomadas com objetivo de frear o contágio no município.,Não,"3,578947368","3,75","3,60",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,75","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,9,4,1,"3,6",,,,,,,,,,,,,,,,
3,34,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Estratégia de Comunicação,"O município tem usado canais de comunicação como carros de som, cartazes, panfletos e WhatsApp.",Não,"3,578947368","3,75","3,60",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,75","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,9,4,1,"3,6",,,,,,,,,,,,,,,,
3,35,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Estratégia de Comunicação,"Existe estratégia de comunicação voltada para as temáticas mais sensíveis à realidade local quanto ao impacto da COVID-19 (saúde mental, economia, violência contra mulheres, grupos de risco etc).",Não,"3,578947368","3,75","3,60",3,4 - Robusto,4 - Robusto,4 - Robusto,Faço quase sempre,"3,421052632","3,75","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,9,4,1,"3,6",,,,,,,,,,,,,,,,
3,36,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Transparência,"Existe uma sessão no site ou demais canais de comunicação da prefeitura dedicada à transparência dos atos da gestão pública no combate ao coronavírus (ex.: compras realizadas, atos, documentos e outros).",Não,"3,578947368","3,75","4,00",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,75","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,10,4,1,4,,,,,,,,,,,,,,,,
3,37,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Transparência,Os dados epidemiológicos do município são publicados diariamente nas redes sociais através de boletim.,Não,"3,578947368","3,75","4,00",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,75","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,10,4,1,4,,,,,,,,,,,,,,,,
3,38,16/03/2021,EloGroup,CBA,Itapissuma,PE,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Transparência,As regras do modelo de distanciamento da população são amplamente divulgadas e baseadas nos dados epidemiológicos locais ou no faseamento estadual. ,Não,"3,578947368","3,75","4,00",4,4 - Robusto,4 - Robusto,4 - Robusto,Faço sempre,"3,421052632","3,75","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,10,4,1,4,,,,,,,,,,,,,,,,
3,39,16/03/2021,EloGroup,CBA,Itapissuma,PE,Assistência Integral à Saúde,COBERTURA DA ATENÇÃO PRIMÁRIA,Mapeamento da cobertura,Existe um levantamento do percentual de população dependente do Sistema Único de Saúde.,Sim,"3,222222222","2,333333333","2,50",1,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,Não faço,"2,711111111","2,333333333","1,6",,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,,"3,266666667","2,6","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,11,5,2,"2,5","3,333333333","2,833333333","3,5",3,3 - Consolidado,3 - Consolidado,3 - Consolidado,Faço quase sempre,"2,333333333","3,444444444",3,2,2 - Em consolidação,3 - Consolidado,3 - Consolidado,2 - Em consolidação
3,40,16/03/2021,EloGroup,CBA,Itapissuma,PE,Assistência Integral à Saúde,COBERTURA DA ATENÇÃO PRIMÁRIA,Mapeamento da cobertura,Existe um mapeamento realizado sobre áreas não cobertas pela Estratégia Saúde da Família no município.,Sim,"3,222222222","2,333333333","2,50",4,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,Faço sempre,"2,711111111","2,333333333","1,6",,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,,"3,266666667","2,6","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,11,5,2,"2,5","3,333333333","2,833333333","3,5",4,3 - Consolidado,3 - Consolidado,3 - Consolidado,Faço sempre,4,"3,444444444",3,4,4 - Robusto,3 - Consolidado,3 - Consolidado,4 - Robusto
